자치구별,평수,평당가격,,면적,평,가격,최종가격
,,,,114.24,34.61818182,"42,500",1227.678571
,,,,84.9,25.72727273,"35,500",1379.858657
,,,,114.24,34.61818182,"46,000",1328.781513
,,,,114.24,34.61818182,"41,950",1211.790966
,,,,59.4,18,"27,000",1500
,,,,84.9,25.72727273,"34,500",1340.989399
,,,,84.9,25.72727273,"40,800",1585.865724
,,,,59.4,18,"23,500",1305.555556
,,,,59.4,18,"26,000",1444.444444
,,,,59.4,18,"26,300",1461.111111
,,,,59.4,18,"26,800",1488.888889
,,,,114.24,34.61818182,"53,700",1551.207983
,,,,59.4,18,"27,200",1511.111111
,,,,59.4,18,"25,400",1411.111111
,,,,84.9,25.72727273,"34,200",1329.328622
,,,,59.4,18,"24,300",1350
,,,,114.24,34.61818182,"42,900",1239.233193
,,,,84.9,25.72727273,"37,000",1438.162544
,,,,59.4,18,"26,500",1472.222222
,,,,59.4,18,"27,000",1500
,,,,114.24,34.61818182,"54,400",1571.428571
,,,,84.9,25.72727273,"37,400",1453.710247
,,,,84.9,25.72727273,"41,200",1601.413428
,,,,84.86,25.71515152,"39,650",1541.892529
,,,,59.4,18,"26,900",1494.444444
,,,,59.4,18,"25,000",1388.888889
,,,,59.4,18,"27,500",1527.777778
,,,,84.9,25.72727273,"35,200",1368.19788
,,,,84.9,25.72727273,"34,500",1340.989399
,,,,59.4,18,"27,700",1538.888889
,,,,84.9,25.72727273,"35,500",1379.858657
,,,,59.4,18,"25,700",1427.777778
,,,,59.4,18,"18,300",1016.666667
,,,,114.24,34.61818182,"42,400",1224.789916
,,,,59.4,18,"26,800",1488.888889
,,,,59.4,18,"25,400",1411.111111
,,,,59.4,18,"27,000",1500
,,,,84.9,25.72727273,"39,800",1546.996466
,,,,59.4,18,"27,400",1522.222222
,,,,59.4,18,"26,400",1466.666667
,,,,84.9,25.72727273,"35,000",1360.424028
,,,,84.9,25.72727273,"41,000",1593.639576
,,,,84.9,25.72727273,"34,800",1352.650177
,,,,59.4,18,"27,500",1527.777778
,,,,84.9,25.72727273,"42,000",1632.508834
,,,,84.9,25.72727273,"36,000",1399.293286
,,,,59.4,18,"26,200",1455.555556
,,,,59.4,18,"25,000",1388.888889
,,,,114.24,34.61818182,"58,000",1675.420168
,,,,84.9,25.72727273,"36,000",1399.293286
,,,,84.9,25.72727273,"36,700",1426.501767
,,,,84.9,25.72727273,"36,750",1428.44523
,,,,84.9,25.72727273,"42,000",1632.508834
,,,,59.4,18,"28,000",1555.555556
,,,,59.4,18,"25,900",1438.888889
,,,,59.4,18,"27,000",1500
,,,,59.4,18,"28,400",1577.777778
,,,,84.9,25.72727273,"37,400",1453.710247
,,,,84.9,25.72727273,"41,500",1613.074205
,,,,59.4,18,"27,700",1538.888889
,,,,59.4,18,"28,200",1566.666667
,,,,59.4,18,"28,700",1594.444444
,,,,59.4,18,"28,500",1583.333333
,,,,84.52,25.61212121,"40,000",1561.76053
,,,,84.52,25.61212121,"39,950",1559.808329
,,,,84.52,25.61212121,"38,800",1514.907714
,,,,84.52,25.61212121,"40,250",1571.521533
,,,,84.52,25.61212121,"40,800",1592.995741
,,,,84.52,25.61212121,"41,200",1608.613346
,,,,84.54,25.61818182,"37,800",1475.514549
,,,,59.936,18.16242424,"34,400",1894.020288
,,,,84.978,25.75090909,"42,700",1658.193885
,,,,84.978,25.75090909,"42,300",1642.660453
,,,,59.936,18.16242424,"35,800",1971.102509
,,,,84.6,25.63636364,"40,000",1560.283688
,,,,59.82,18.12727273,"31,300",1726.68004
,,,,134.97,40.9,"50,500",1234.718826
,,,,84.6,25.63636364,"40,000",1560.283688
,,,,134.97,40.9,"51,500",1259.168704
,,,,59.82,18.12727273,"31,500",1737.713139
,,,,84.6,25.63636364,"42,700",1665.602837
,,,,59.82,18.12727273,"30,900",1704.613842
,,,,134.97,40.9,"55,000",1344.743276
,,,,59.82,18.12727273,"30,800",1699.097292
,,,,59.82,18.12727273,"29,800",1643.931795
,,,,59.82,18.12727273,"30,000",1654.964895
,,,,134.97,40.9,"47,000",1149.144254
,,,,134.97,40.9,"49,500",1210.268949
,,,,59.82,18.12727273,"30,500",1682.547643
,,,,84.6,25.63636364,"39,500",1540.780142
,,,,59.82,18.12727273,"31,900",1759.779338
,,,,134.97,40.9,"47,800",1168.704156
,,,,59.82,18.12727273,"31,750",1751.504514
,,,,59.82,18.12727273,"31,000",1710.130391
,,,,84.6,25.63636364,"43,900",1712.411348
,,,,59.82,18.12727273,"31,000",1710.130391
,,,,59.82,18.12727273,"31,000",1710.130391
,,,,59.82,18.12727273,"30,800",1699.097292
,,,,59.82,18.12727273,"31,900",1759.779338
,,,,134.97,40.9,"54,500",1332.518337
,,,,84.6,25.63636364,"44,800",1747.51773
,,,,59.82,18.12727273,"32,750",1806.67001
,,,,59.82,18.12727273,"31,750",1751.504514
,,,,134.97,40.9,"55,000",1344.743276
,,,,84.6,25.63636364,"46,500",1813.829787
,,,,84.6,25.63636364,"39,500",1540.780142
,,,,59.82,18.12727273,"29,400",1621.865597
,,,,84.6,25.63636364,"43,000",1677.304965
,,,,59.82,18.12727273,"31,500",1737.713139
,,,,83.92,25.43030303,"31,000",1219.018112
,,,,83.92,25.43030303,"30,100",1183.627264
,,,,83.92,25.43030303,"30,700",1207.221163
,,,,82.94,25.13333333,"30,500",1213.527851
,,,,83.92,25.43030303,"31,000",1219.018112
,,,,83.92,25.43030303,"30,000",1179.694948
,,,,83.92,25.43030303,"30,000",1179.694948
,,,,83.92,25.43030303,"31,000",1219.018112
,,,,83.92,25.43030303,"29,000",1140.371783
,,,,83.92,25.43030303,"28,800",1132.50715
,,,,83.92,25.43030303,"29,700",1167.897998
,,,,83.92,25.43030303,"31,000",1219.018112
,,,,83.61,25.33636364,"30,550",1205.776821
,,,,83.56,25.32121212,"29,000",1145.284825
,,,,83.92,25.43030303,"32,000",1258.341277
,,,,83.92,25.43030303,"33,000",1297.664442
,,,,83.92,25.43030303,"28,700",1128.574833
,,,,83.92,25.43030303,"30,000",1179.694948
,,,,83.92,25.43030303,"31,000",1219.018112
,,,,83.92,25.43030303,"32,500",1278.00286
,,,,59.82,18.12727273,"31,300",1726.68004
,,,,134.97,40.9,"53,500",1308.06846
,,,,84.6,25.63636364,"40,800",1591.489362
,,,,134.97,40.9,"52,000",1271.393643
,,,,59.82,18.12727273,"30,000",1654.964895
,,,,59.82,18.12727273,"32,000",1765.295888
,,,,84.6,25.63636364,"42,700",1665.602837
,,,,59.82,18.12727273,"31,200",1721.16349
,,,,134.97,40.9,"52,500",1283.618582
,,,,134.97,40.9,"52,000",1271.393643
,,,,84.6,25.63636364,"42,500",1657.801418
,,,,134.97,40.9,"54,200",1325.183374
,,,,59.82,18.12727273,"30,700",1693.580742
,,,,84.6,25.63636364,"35,800",1396.453901
,,,,84.6,25.63636364,"39,500",1540.780142
,,,,84.6,25.63636364,"41,000",1599.29078
,,,,59.82,18.12727273,"31,900",1759.779338
,,,,84.6,25.63636364,"43,000",1677.304965
,,,,84.6,25.63636364,"40,800",1591.489362
,,,,59.82,18.12727273,"33,000",1820.461384
,,,,84.6,25.63636364,"41,500",1618.794326
,,,,84.6,25.63636364,"41,700",1626.595745
,,,,59.82,18.12727273,"30,000",1654.964895
,,,,84.6,25.63636364,"42,000",1638.297872
,,,,84.6,25.63636364,"42,000",1638.297872
,,,,59.82,18.12727273,"31,800",1754.262788
,,,,59.82,18.12727273,"33,000",1820.461384
,,,,59.82,18.12727273,"30,000",1654.964895
,,,,59.82,18.12727273,"31,800",1754.262788
,,,,59.82,18.12727273,"31,000",1710.130391
,,,,84.6,25.63636364,"41,600",1622.695035
,,,,84.6,25.63636364,"40,200",1568.085106
,,,,59.82,18.12727273,"32,500",1792.878636
,,,,84.6,25.63636364,"41,900",1634.397163
,,,,59.82,18.12727273,"30,400",1677.031093
,,,,84.6,25.63636364,"43,800",1708.510638
,,,,84.6,25.63636364,"43,850",1710.460993
,,,,84.6,25.63636364,"44,000",1716.312057
,,,,59.82,18.12727273,"32,500",1792.878636
,,,,59.82,18.12727273,"31,800",1754.262788
,,,,59.82,18.12727273,"30,000",1654.964895
,,,,84.6,25.63636364,"42,800",1669.503546
,,,,84.6,25.63636364,"43,800",1708.510638
,,,,59.82,18.12727273,"33,200",1831.494483
,,,,134.97,40.9,"49,000",1198.04401
,,,,84.6,25.63636364,"42,300",1650
,,,,84.6,25.63636364,"43,600",1700.70922
,,,,59.82,18.12727273,"33,650",1856.318957
,,,,84.6,25.63636364,"43,450",1694.858156
,,,,59.82,18.12727273,"33,500",1848.044132
,,,,59.82,18.12727273,"31,300",1726.68004
,,,,59.67,18.08181818,"24,600",1360.482655
,,,,59.67,18.08181818,"24,900",1377.073906
,,,,84.91,25.73030303,"31,900",1239.7833
,,,,59.67,18.08181818,"22,000",1216.691805
,,,,84.91,25.73030303,"34,000",1321.399128
,,,,59.67,18.08181818,"21,000",1161.387632
,,,,84.91,25.73030303,"33,000",1282.534448
,,,,59.67,18.08181818,"22,300",1233.283057
,,,,59.67,18.08181818,"22,000",1216.691805
,,,,59.67,18.08181818,"23,000",1271.995978
,,,,59.67,18.08181818,"23,900",1321.769734
,,,,59.67,18.08181818,"25,800",1426.847662
,,,,59.67,18.08181818,"24,700",1366.013072
,,,,59.67,18.08181818,"25,380",1403.61991
,,,,59.67,18.08181818,"24,900",1377.073906
,,,,84.91,25.73030303,"33,000",1282.534448
,,,,84.91,25.73030303,"34,000",1321.399128
,,,,59.67,18.08181818,"24,500",1354.952237
,,,,84.91,25.73030303,"32,000",1243.669768
,,,,59.67,18.08181818,"22,600",1249.874309
,,,,84.91,25.73030303,"34,000",1321.399128
,,,,59.67,18.08181818,"25,500",1410.25641
,,,,59.67,18.08181818,"24,500",1354.952237
,,,,84.91,25.73030303,"33,500",1301.966788
,,,,59.67,18.08181818,"25,800",1426.847662
,,,,59.67,18.08181818,"25,200",1393.665158
,,,,59.67,18.08181818,"26,900",1487.682252
,,,,59.67,18.08181818,"25,500",1410.25641
,,,,84.91,25.73030303,"33,400",1298.08032
,,,,84.91,25.73030303,"31,800",1235.896832
,,,,59.67,18.08181818,"25,400",1404.725993
,,,,59.67,18.08181818,"27,500",1520.864756
,,,,59.67,18.08181818,"28,000",1548.516843
,,,,59.67,18.08181818,"26,000",1437.908497
,,,,59.67,18.08181818,"27,900",1542.986425
,,,,59.67,18.08181818,"28,200",1559.577677
,,,,59.67,18.08181818,"27,000",1493.21267
,,,,84.91,25.73030303,"35,800",1391.355553
,,,,59.67,18.08181818,"28,000",1548.516843
,,,,59.67,18.08181818,"27,250",1507.038713
,,,,59.67,18.08181818,"26,800",1482.151835
,,,,59.67,18.08181818,"28,000",1548.516843
,,,,59.67,18.08181818,"28,000",1548.516843
,,,,84.91,25.73030303,"35,000",1360.263809
,,,,84.91,25.73030303,"34,500",1340.831469
,,,,84.91,25.73030303,"31,900",1239.7833
,,,,84.91,25.73030303,"30,000",1165.940407
,,,,84.91,25.73030303,"35,000",1360.263809
,,,,59.67,18.08181818,"28,400",1570.638512
,,,,84.91,25.73030303,"36,500",1418.560829
,,,,59.67,18.08181818,"27,900",1542.986425
,,,,84.91,25.73030303,"35,500",1379.696149
,,,,59.67,18.08181818,"26,750",1479.386626
,,,,55.77,16.9,"26,000",1538.461538
,,,,83.87,25.41515152,"35,750",1406.64123
,,,,55.77,16.9,"26,900",1591.715976
,,,,55.77,16.9,"26,850",1588.757396
,,,,83.87,25.41515152,"36,000",1416.477882
,,,,83.87,25.41515152,"36,900",1451.889829
,,,,55.77,16.9,"24,000",1420.118343
,,,,55.77,16.9,"26,200",1550.295858
,,,,55.77,16.9,"26,800",1585.798817
,,,,55.77,16.9,"26,000",1538.461538
,,,,114.34,34.64848485,"43,000",1241.035508
,,,,83.68,25.35757576,"37,400",1474.904398
,,,,83.68,25.35757576,"37,500",1478.847992
,,,,83.87,25.41515152,"35,200",1385.000596
,,,,55.77,16.9,"27,500",1627.218935
,,,,83.87,25.41515152,"36,500",1436.151186
,,,,114.81,34.79090909,"45,000",1293.441338
,,,,59.22,17.94545455,"26,000",1448.834853
,,,,84.96,25.74545455,"38,000",1475.988701
,,,,114.81,34.79090909,"47,000",1350.92762
,,,,114.81,34.79090909,"46,250",1329.370264
,,,,59.22,17.94545455,"29,000",1616.008105
,,,,84.96,25.74545455,"40,300",1565.324859
,,,,59.22,17.94545455,"26,400",1471.12462
,,,,59.22,17.94545455,"26,500",1476.697062
,,,,114.81,34.79090909,"46,500",1336.556049
,,,,59.22,17.94545455,"27,800",1549.138804
,,,,59.22,17.94545455,"27,400",1526.849037
,,,,59.22,17.94545455,"28,600",1593.718338
,,,,84.96,25.74545455,"38,500",1495.409605
,,,,59.22,17.94545455,"26,800",1493.414387
,,,,59.22,17.94545455,"27,900",1554.711246
,,,,84.96,25.74545455,"39,500",1534.251412
,,,,114.81,34.79090909,"47,750",1372.484975
,,,,59.22,17.94545455,"27,400",1526.849037
,,,,114.81,34.79090909,"46,000",1322.184479
,,,,84.96,25.74545455,"40,500",1573.09322
,,,,59.22,17.94545455,"28,000",1560.283688
,,,,59.22,17.94545455,"27,750",1546.352584
,,,,84.96,25.74545455,"39,500",1534.251412
,,,,59.22,17.94545455,"27,800",1549.138804
,,,,84.96,25.74545455,"38,400",1491.525424
,,,,59.22,17.94545455,"26,500",1476.697062
,,,,59.22,17.94545455,"28,000",1560.283688
,,,,59.22,17.94545455,"27,200",1515.704154
,,,,114.81,34.79090909,"46,000",1322.184479
,,,,84.96,25.74545455,"39,300",1526.483051
,,,,59.22,17.94545455,"27,900",1554.711246
,,,,59.22,17.94545455,"29,700",1655.015198
,,,,59.22,17.94545455,"29,350",1635.511651
,,,,59.22,17.94545455,"28,500",1588.145897
,,,,84.96,25.74545455,"42,500",1650.776836
,,,,59.22,17.94545455,"28,300",1577.001013
,,,,59.22,17.94545455,"29,000",1616.008105
,,,,84.96,25.74545455,"41,000",1592.514124
,,,,84.96,25.74545455,"41,800",1623.587571
,,,,59.22,17.94545455,"28,800",1604.863222
,,,,84.96,25.74545455,"42,650",1656.603107
,,,,84.96,25.74545455,"40,800",1584.745763
,,,,59.22,17.94545455,"30,800",1716.312057
,,,,84.96,25.74545455,"40,400",1569.20904
,,,,84.96,25.74545455,"39,300",1526.483051
,,,,114.81,34.79090909,"51,700",1486.020381
,,,,84.96,25.74545455,"43,000",1670.19774
,,,,59.22,17.94545455,"31,800",1772.036474
,,,,114.81,34.79090909,"42,000",1207.211915
,,,,84.96,25.74545455,"31,500",1223.516949
,,,,84.99,25.75454545,"33,000",1281.327215
,,,,84.99,25.75454545,"33,800",1312.389693
,,,,84.99,25.75454545,"33,800",1312.389693
,,,,59.4,18,"24,200",1344.444444
,,,,84.99,25.75454545,"31,800",1234.733498
,,,,84.99,25.75454545,"28,000",1087.186728
,,,,84.99,25.75454545,"33,900",1316.272503
,,,,84.99,25.75454545,"31,800",1234.733498
,,,,84.99,25.75454545,"32,000",1242.499118
,,,,84.99,25.75454545,"33,000",1281.327215
,,,,59.4,18,"24,500",1361.111111
,,,,84.99,25.75454545,"34,500",1339.569361
,,,,59.4,18,"25,700",1427.777778
,,,,84.99,25.75454545,"34,800",1351.21779
,,,,59.4,18,"22,900",1272.222222
,,,,84.99,25.75454545,"31,000",1203.67102
,,,,59.4,18,"24,600",1366.666667
,,,,84.99,25.75454545,"32,700",1269.678786
,,,,59.4,18,"23,900",1327.777778
,,,,84.99,25.75454545,"34,000",1320.155312
,,,,84.99,25.75454545,"33,950",1318.213908
,,,,84.99,25.75454545,"34,500",1339.569361
,,,,84.99,25.75454545,"32,250",1252.206142
,,,,84.99,25.75454545,"35,300",1370.631839
,,,,59.93,18.16060606,"29,700",1635.407976
,,,,84.94,25.73939394,"36,400",1414.174712
,,,,84.94,25.73939394,"37,500",1456.910761
,,,,84.97,25.74848485,"38,700",1503.001059
,,,,59.93,18.16060606,"27,800",1530.785917
,,,,116.46,35.29090909,"45,200",1280.783101
,,,,84.94,25.73939394,"32,700",1270.426183
,,,,84.94,25.73939394,"39,300",1526.842477
,,,,84.94,25.73939394,"42,000",1631.740052
,,,,116.46,35.29090909,"48,500",1374.291602
,,,,59.93,18.16060606,"30,800",1695.978642
,,,,84.94,25.73939394,"37,500",1456.910761
,,,,116.46,35.29090909,"42,000",1190.108192
,,,,116.46,35.29090909,"48,900",1385.625966
,,,,59.93,18.16060606,"31,000",1706.99149
,,,,68.86,20.86666667,"31,400",1504.792332
,,,,41.3,12.51515152,"18,000",1438.256659
,,,,58.01,17.57878788,"25,600",1456.300638
,,,,58.01,17.57878788,"27,300",1553.008102
,,,,32.39,9.815151515,"16,400",1670.886076
,,,,49.94,15.13333333,"23,700",1566.079295
,,,,41.3,12.51515152,"19,100",1526.150121
,,,,32.39,9.815151515,"15,950",1625.038592
,,,,41.3,12.51515152,"18,750",1498.184019
,,,,58.01,17.57878788,"25,800",1467.677987
,,,,58.01,17.57878788,"26,200",1490.432684
,,,,41.3,12.51515152,"20,250",1618.038741
,,,,58.01,17.57878788,"28,400",1615.58352
,,,,59.39,17.9969697,"24,000",1333.557838
,,,,58.01,17.57878788,"25,400",1444.923289
,,,,68.86,20.86666667,"32,500",1557.507987
,,,,58.01,17.57878788,"26,500",1507.498707
,,,,58.01,17.57878788,"26,000",1479.055335
,,,,41.3,12.51515152,"18,900",1510.169492
,,,,58.01,17.57878788,"25,300",1439.234615
,,,,58.01,17.57878788,"26,500",1507.498707
,,,,59.2,17.93939394,"23,900",1332.263514
,,,,41.3,12.51515152,"20,000",1598.062954
,,,,41.3,12.51515152,"18,500",1478.208232
,,,,49.94,15.13333333,"21,600",1427.312775
,,,,32.39,9.815151515,"14,500",1477.307811
,,,,58.01,17.57878788,"24,900",1416.479917
,,,,41.3,12.51515152,"17,000",1358.353511
,,,,49.94,15.13333333,"22,300",1473.568282
,,,,49.94,15.13333333,"22,000",1453.744493
,,,,58.01,17.57878788,"27,750",1578.607137
,,,,58.01,17.57878788,"27,300",1553.008102
,,,,32.39,9.815151515,"16,300",1660.697746
,,,,41.3,12.51515152,"17,000",1358.353511
,,,,41.3,12.51515152,"19,600",1566.101695
,,,,41.3,12.51515152,"15,000",1198.547215
,,,,41.3,12.51515152,"19,400",1550.121065
,,,,58.01,17.57878788,"25,400",1444.923289
,,,,41.3,12.51515152,"18,000",1438.256659
,,,,49.94,15.13333333,"22,000",1453.744493
,,,,58.01,17.57878788,"26,100",1484.74401
,,,,49.94,15.13333333,"22,900",1513.215859
,,,,58.01,17.57878788,"26,900",1530.253405
,,,,58.01,17.57878788,"27,000",1535.942079
,,,,32.39,9.815151515,"16,700",1701.451065
,,,,41.3,12.51515152,"20,200",1614.043584
,,,,41.3,12.51515152,"19,200",1534.140436
,,,,59.2,17.93939394,"23,000",1282.094595
,,,,41.3,12.51515152,"19,700",1574.09201
,,,,58.01,17.57878788,"26,000",1479.055335
,,,,58.01,17.57878788,"28,000",1592.828823
,,,,49.94,15.13333333,"24,000",1585.903084
,,,,58.01,17.57878788,"27,000",1535.942079
,,,,58.01,17.57878788,"25,900",1473.366661
,,,,41.3,12.51515152,"21,300",1701.937046
,,,,41.3,12.51515152,"19,900",1590.072639
,,,,58.01,17.57878788,"25,400",1444.923289
,,,,32.39,9.815151515,"16,000",1630.132757
,,,,60.5,18.33333333,"24,500",1336.363636
,,,,58.01,17.57878788,"26,750",1521.720393
,,,,32.39,9.815151515,"16,500",1681.074406
,,,,41.3,12.51515152,"19,900",1590.072639
,,,,32.39,9.815151515,"15,000",1528.24946
,,,,49.94,15.13333333,"24,000",1585.903084
,,,,60.5,18.33333333,"24,000",1309.090909
,,,,60.5,18.33333333,"25,000",1363.636364
,,,,49.94,15.13333333,"23,000",1519.823789
,,,,41.3,12.51515152,"21,200",1693.946731
,,,,68.86,20.86666667,"32,500",1557.507987
,,,,58.01,17.57878788,"27,800",1581.451474
,,,,68.86,20.86666667,"32,000",1533.546326
,,,,41.3,12.51515152,"19,000",1518.159806
,,,,60.5,18.33333333,"24,900",1358.181818
,,,,58.01,17.57878788,"27,400",1558.696776
,,,,59.28,17.96363636,"27,000",1503.036437
,,,,58.01,17.57878788,"27,700",1575.7628
,,,,60.5,18.33333333,"24,000",1309.090909
,,,,59.28,17.96363636,"27,200",1514.17004
,,,,58.01,17.57878788,"25,100",1427.857266
,,,,41.3,12.51515152,"19,800",1582.082324
,,,,68.86,20.86666667,"31,500",1509.584665
,,,,41.3,12.51515152,"17,800",1422.276029
,,,,58.01,17.57878788,"25,500",1450.611963
,,,,41.3,12.51515152,"20,500",1638.014528
,,,,32.39,9.815151515,"18,000",1833.899352
,,,,68.86,20.86666667,"32,500",1557.507987
,,,,49.94,15.13333333,"24,900",1645.374449
,,,,41.3,12.51515152,"22,450",1793.825666
,,,,58.01,17.57878788,"27,800",1581.451474
,,,,59.39,17.9969697,"26,700",1483.583095
,,,,41.3,12.51515152,"23,400",1869.733656
,,,,58.01,17.57878788,"25,200",1433.54594
,,,,41.3,12.51515152,"22,000",1757.869249
,,,,32.39,9.815151515,"18,300",1864.464341
,,,,41.3,12.51515152,"20,500",1638.014528
,,,,41.3,12.51515152,"22,000",1757.869249
,,,,58.01,17.57878788,"30,000",1706.60231
,,,,59.28,17.96363636,"26,700",1486.336032
,,,,58.01,17.57878788,"28,000",1592.828823
,,,,59.2,17.93939394,"27,000",1505.067568
,,,,41.3,12.51515152,"21,900",1749.878935
,,,,58.01,17.57878788,"30,400",1729.357007
,,,,58.01,17.57878788,"31,000",1763.489054
,,,,32.39,9.815151515,"19,000",1935.782649
,,,,32.39,9.815151515,"18,500",1884.841
,,,,60.5,18.33333333,"26,000",1418.181818
,,,,49.94,15.13333333,"25,000",1651.982379
,,,,58.01,17.57878788,"25,350",1442.078952
,,,,59.39,17.9969697,"27,400",1522.478532
,,,,58.01,17.57878788,"27,500",1564.385451
,,,,41.3,12.51515152,"19,700",1574.09201
,,,,32.39,9.815151515,"18,600",1895.02933
,,,,68.86,20.86666667,"32,500",1557.507987
,,,,41.3,12.51515152,"23,000",1837.772397
,,,,49.94,15.13333333,"24,800",1638.76652
,,,,58.01,17.57878788,"29,000",1649.715566
,,,,58.01,17.57878788,"28,850",1641.182555
,,,,58.01,17.57878788,"29,900",1700.913636
,,,,68.86,20.86666667,"30,000",1437.699681
,,,,49.94,15.13333333,"23,800",1572.687225
,,,,58.01,17.57878788,"28,800",1638.338218
,,,,32.39,9.815151515,"19,900",2027.477617
,,,,32.39,9.815151515,"20,000",2037.665946
,,,,68.86,20.86666667,"33,000",1581.469649
,,,,41.3,12.51515152,"24,000",1917.675545
,,,,41.3,12.51515152,"23,400",1869.733656
,,,,68.86,20.86666667,"31,000",1485.623003
,,,,59.2,17.93939394,"26,600",1482.77027
,,,,58.01,17.57878788,"27,000",1535.942079
,,,,41.3,12.51515152,"19,000",1518.159806
,,,,58.01,17.57878788,"27,500",1564.385451
,,,,68.86,20.86666667,"34,400",1648.5623
,,,,32.39,9.815151515,"19,000",1935.782649
,,,,60.5,18.33333333,"27,000",1472.727273
,,,,32.39,9.815151515,"18,500",1884.841
,,,,58.01,17.57878788,"28,600",1626.960869
,,,,58.01,17.57878788,"27,500",1564.385451
,,,,41.3,12.51515152,"21,800",1741.88862
,,,,58.01,17.57878788,"27,200",1547.319428
,,,,58.01,17.57878788,"29,900",1700.913636
,,,,32.39,9.815151515,"20,900",2129.360914
,,,,41.3,12.51515152,"22,900",1829.782082
,,,,41.3,12.51515152,"22,500",1797.820823
,,,,68.86,20.86666667,"32,000",1533.546326
,,,,41.3,12.51515152,"22,300",1781.840194
,,,,58.01,17.57878788,"27,900",1587.140148
,,,,41.3,12.51515152,"24,700",1973.607748
,,,,84.41,25.57878788,"35,000",1368.321289
,,,,71.89,21.78484848,"31,500",1445.959104
,,,,71.89,21.78484848,"33,000",1514.8143
,,,,71.89,21.78484848,"35,500",1629.572959
,,,,71.89,21.78484848,"35,000",1606.621227
,,,,71.89,21.78484848,"38,700",1776.464042
,,,,71.89,21.78484848,"35,500",1629.572959
,,,,59.2,17.93939394,"29,950",1669.510135
,,,,58.01,17.57878788,"30,000",1706.60231
,,,,49.94,15.13333333,"26,500",1751.101322
,,,,45.9,13.90909091,"20,800",1495.424837
,,,,45.77,13.86969697,"21,900",1578.981866
,,,,45.9,13.90909091,"20,500",1473.856209
,,,,45.9,13.90909091,"20,900",1502.614379
,,,,49.94,15.13333333,"26,300",1737.885463
,,,,49.94,15.13333333,"25,850",1708.14978
,,,,49.94,15.13333333,"26,390",1743.832599
,,,,58.01,17.57878788,"27,800",1581.451474
,,,,58.01,17.57878788,"28,700",1632.649543
,,,,58.01,17.57878788,"29,500",1678.158938
,,,,45.9,13.90909091,"21,200",1524.183007
,,,,58.01,17.57878788,"30,000",1706.60231
,,,,49.94,15.13333333,"26,470",1749.118943
,,,,45.9,13.90909091,"21,000",1509.803922
,,,,58.01,17.57878788,"28,500",1621.272194
,,,,45.77,13.86969697,"23,000",1658.291457
,,,,49.94,15.13333333,"26,500",1751.101322
,,,,58.01,17.57878788,"30,000",1706.60231
,,,,58.01,17.57878788,"30,250",1720.823996
,,,,68.86,20.86666667,"34,300",1643.769968
,,,,59.2,17.93939394,"28,800",1605.405405
,,,,59.2,17.93939394,"26,300",1466.047297
,,,,49.94,15.13333333,"26,000",1718.061674
,,,,49.94,15.13333333,"26,300",1737.885463
,,,,58.01,17.57878788,"30,400",1729.357007
,,,,49.94,15.13333333,"25,500",1685.022026
,,,,49.94,15.13333333,"24,000",1585.903084
,,,,45.9,13.90909091,"22,450",1614.052288
,,,,58.01,17.57878788,"30,000",1706.60231
,,,,68.86,20.86666667,"33,000",1581.469649
,,,,45.9,13.90909091,"21,300",1531.372549
,,,,68.86,20.86666667,"36,500",1749.201278
,,,,49.94,15.13333333,"25,000",1651.982379
,,,,49.94,15.13333333,"26,350",1741.189427
,,,,68.86,20.86666667,"35,500",1701.277955
,,,,45.9,13.90909091,"21,400",1538.562092
,,,,45.9,13.90909091,"20,400",1466.666667
,,,,45.77,13.86969697,"22,200",1600.611754
,,,,45.77,13.86969697,"21,000",1514.0922
,,,,49.94,15.13333333,"26,000",1718.061674
,,,,58.01,17.57878788,"29,600",1683.847612
,,,,41.3,12.51515152,"20,200",1614.043584
,,,,49.94,15.13333333,"25,000",1651.982379
,,,,58.01,17.57878788,"27,350",1555.852439
,,,,60.5,18.33333333,"29,900",1630.909091
,,,,49.94,15.13333333,"26,300",1737.885463
,,,,58.01,17.57878788,"29,000",1649.715566
,,,,58.01,17.57878788,"30,000",1706.60231
,,,,45.9,13.90909091,"21,250",1527.777778
,,,,49.94,15.13333333,"26,500",1751.101322
,,,,60.5,18.33333333,"29,000",1581.818182
,,,,58.01,17.57878788,"30,500",1735.045682
,,,,49.94,15.13333333,"27,000",1784.140969
,,,,58.01,17.57878788,"28,800",1638.338218
,,,,49.94,15.13333333,"19,000",1255.506608
,,,,45.9,13.90909091,"22,100",1588.888889
,,,,58.01,17.57878788,"29,900",1700.913636
,,,,58.01,17.57878788,"24,000",1365.281848
,,,,58.01,17.57878788,"31,400",1786.243751
,,,,58.01,17.57878788,"30,400",1729.357007
,,,,58.01,17.57878788,"30,000",1706.60231
,,,,49.94,15.13333333,"25,900",1711.453744
,,,,45.77,13.86969697,"24,000",1730.391086
,,,,59.39,17.9969697,"31,000",1722.512207
,,,,58.01,17.57878788,"30,500",1735.045682
,,,,49.94,15.13333333,"26,700",1764.317181
,,,,59.39,17.9969697,"30,800",1711.399225
,,,,45.9,13.90909091,"21,800",1567.320261
,,,,49.94,15.13333333,"26,500",1751.101322
,,,,49.94,15.13333333,"26,300",1737.885463
,,,,49.94,15.13333333,"26,500",1751.101322
