시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,Latitude,Longitude,해제사유발생일,등기일자,거래유형,중개사소재지
서울특별시 강남구 개포동,189,189,0,개포자이프레지던스,59.98,202311,7,"216,000",12,2023,삼성로 14,37.5021244,127.05969,,,중개거래,서울 강남구
서울특별시 강남구 개포동,649,649,0,경남1,123.28,202311,15,"231,000",11,1984,언주로 110,37.4845146,127.054174,,,직거래,-
서울특별시 강남구 논현동,22,22,0,신동아(22),114.34,202310,31,"199,000",7,1997,강남대로146길 28,37.5147153,127.0226688,,,중개거래,서울 강남구
서울특별시 강남구 대치동,1031,1031,0,대치더클래스,79.52,202310,30,"170,000",3,2022,삼성로51길 10-14,37.4970318,127.0611238,,,중개거래,서울 강남구
서울특별시 강남구 대치동,1014-3,1014,3,대치삼성,59.88,202311,4,"170,000",22,2000,도곡로78길 22,37.4963866,127.058402,,,중개거래,서울 강남구
서울특별시 강남구 대치동,974,974,0,대치현대,114.59,202311,1,"277,000",13,1999,삼성로64길 5,37.5008276,127.0609734,,,중개거래,서울 강남구
서울특별시 강남구 대치동,670,670,0,동부센트레빌,161.47,202310,28,"535,000",17,2005,선릉로 206,37.4927927,127.0557447,,,중개거래,서울 강남구
서울특별시 강남구 대치동,316,316,0,은마,76.79,202311,9,"237,000",1,1979,삼성로 212,37.4974176,127.0653272,,,중개거래,서울 강남구
서울특별시 강남구 도곡동,952,952,0,대우디오빌,25.89,202310,28,"26,000",10,2004,강남대로 256,37.4864768,127.0335278,,20231102,중개거래,서울 강남구
서울특별시 강남구 도곡동,527,527,0,도곡렉슬,84.9984,202311,11,"283,700",4,2006,선릉로 221,37.4935415,127.0505473,,,중개거래,서울 강남구
서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,107.53,202311,3,"140,000",11,1978,남부순환로363길 30,37.4870433,127.0386822,,20231106,중개거래,서울 서초구
서울특별시 강남구 도곡동,May-91,91,5,삼성래미안,122.81,202311,10,"290,000",13,2001,남부순환로 2803,37.4897783,127.0506508,,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-7,467,7,아카데미스위트1,83,202310,29,"157,000",28,2004,언주로30길 21,37.4886722,127.0521024,,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스1,137.24,202311,11,"375,000",42,2002,언주로30길 56,37.4882228,127.0544393,,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),36.35,202311,1,"38,700",13,2004,테헤란로63길 12,37.506168,127.0509289,,20231115,중개거래,서울 강남구
서울특별시 강남구 삼성동,189,189,0,래미안라클래시,101.98,202311,15,"381,000",18,2021,삼성로 651,37.5021244,127.05969,,,중개거래,서울 강남구
서울특별시 강남구 삼성동,2,2,0,서광아파트,59.67,202310,28,"170,000",16,1998,선릉로130길 19,37.5170294,127.0427453,,,중개거래,서울 강남구
서울특별시 강남구 수서동,795,795,0,강남데시앙포레,84.92,202311,8,"173,000",12,2014,광평로34길 55,37.4809954,127.0908145,,,중개거래,서울 강남구
서울특별시 강남구 압구정동,397,397,0,미성2차,74.4,202311,6,"300,000",15,1987,압구정로 113,37.5239465,127.0182545,,,중개거래,"서울 강남구, 서울 성북구"
서울특별시 강남구 압구정동,397,397,0,미성2차,74.4,202311,13,"290,000",11,1987,압구정로 113,37.5239465,127.0182545,,,중개거래,서울 강남구
서울특별시 강남구 압구정동,489,489,0,한양3,117.26,202311,1,"420,000",3,1978,압구정로 321,37.5291557,127.0381668,,,중개거래,서울 강남구
서울특별시 강남구 역삼동,796-29,796,29,강남서해더블루,71.26,202311,13,"90,000",6,2012,논현로63길 16,37.4930012,127.0391173,,,중개거래,서울 강남구
서울특별시 강남구 역삼동,720-25,720,25,대우디오빌,30.03,202311,7,"31,500",7,2002,언주로 427,37.5014561,127.0426891,,,중개거래,서울 강남구
서울특별시 강남구 역삼동,824-25,824,25,대우디오빌플러스,43.99,202310,30,"45,500",11,2004,강남대로84길 33,37.4975826,127.0311106,,20231120,중개거래,서울 강남구
서울특별시 강남구 역삼동,763-16,763,16,래미안그레이튼,70.98,202311,4,"210,000",14,2009,도곡로43길 20,37.4964997,127.0481475,,,중개거래,서울 강남구
서울특별시 강남구 역삼동,709-5,709,5,테헤란아이파크,92.6232,202311,1,"319,000",14,2014,테헤란로52길 16,37.5023526,127.0467285,20231107,,중개거래,서울 강남구
서울특별시 강남구 역삼동,709-5,709,5,테헤란아이파크,92.6232,202311,1,"319,000",14,2014,테헤란로52길 16,37.5023526,127.0467285,,,중개거래,서울 강남구
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,63.76,202311,4,"219,700",25,2021,영동대로 22,37.4909336,127.0751203,,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 일원동,743,743,0,디에이치자이개포,84.94,202311,18,"190,000",33,2021,영동대로 22,37.4909336,127.0751203,,20231120,직거래,-
서울특별시 강남구 일원동,711,711,0,수서,52.29,202311,6,"110,000",11,1992,양재대로55길 12,37.4926339,127.0902837,,,중개거래,서울 강남구
서울특별시 강남구 일원동,615,615,0,우성7,83.69,202311,8,"192,000",1,1987,개포로110길 15,37.4922926,127.0783273,,20231117,중개거래,서울 강남구
서울특별시 강남구 청담동,44-21,44,21,청담3차이-편한세상(301동),84.97,202311,2,"162,000",2,2007,선릉로132길 54,37.5185854,127.0456373,,,중개거래,서울 강남구
서울특별시 강남구 청담동,28-20,28,20,청담4차이-편한세상,84.57,202311,15,"204,250",5,2011,학동로73길 33,37.5205547,127.0469499,,,중개거래,서울 강남구
서울특별시 강남구 청담동,34-13,34,13,청담스위트,13.425,202311,13,"20,500",3,2015,학동로73길 13,37.5192541,127.0473297,,,중개거래,서울 강남구
서울특별시 강동구 강일동,114,114,0,강동리버스트4단지,49.82,202311,4,"67,900",9,2020,아리수로93가길 110,37.5729185,127.172225,,,중개거래,"경기 남양주시, 서울 강동구"
서울특별시 강동구 강일동,684,684,0,강일리버파크6단지,84.74,202310,28,"93,000",5,2009,아리수로94길 19,37.5637808,127.1764946,,20231120,중개거래,서울 강동구
서울특별시 강동구 강일동,701,701,0,강일리버파크8단지,84.53,202311,1,"88,000",9,2009,아리수로94길 72,37.5615237,127.1768781,,,중개거래,서울 강동구
서울특별시 강동구 고덕동,499,499,0,고덕 아이파크,177.99,202311,4,"220,000",12,2011,동남로79길 26,37.5589299,127.1552406,,,중개거래,"서울 강동구, 서울 성동구"
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202310,28,"123,000",20,2019,고덕로 333,37.5579056,127.162626,,,중개거래,서울 강동구
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,73.566,202311,4,"145,500",11,2019,고덕로 333,37.5579056,127.162626,,,중개거래,서울 강동구
서울특별시 강동구 고덕동,693,693,0,고덕그라시움,84.244,202311,12,"162,250",8,2019,고덕로 333,37.5579056,127.162626,,,중개거래,서울 강동구
서울특별시 강동구 고덕동,210-1,210,1,고덕센트럴푸르지오,59.06,202310,30,"101,000",23,2020,고덕로 399,37.5577148,127.1700554,,,중개거래,서울 강동구
서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,97.26,202311,3,"172,000",18,2016,아리수로50길 50,37.558949,127.1470826,,,중개거래,서울 강동구
서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,59.35,202311,11,"121,000",11,2016,아리수로50길 50,37.558949,127.1470826,,,중개거래,서울 강동구
서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,59.35,202311,11,"116,000",7,2016,아리수로50길 50,37.558949,127.1470826,,,중개거래,서울 강동구
서울특별시 강동구 길동,415-13,415,13,강동큐브(2차),12.52,202311,1,"13,500",6,2013,진황도로 85,37.5366326,127.1361531,,20231102,직거래,-
서울특별시 강동구 길동,400,400,0,길동우성,40.36,202311,1,"59,500",8,1994,천호대로193길 37,37.5371636,127.1441792,,,중개거래,서울 강동구
서울특별시 강동구 길동,400,400,0,길동우성,84.75,202311,4,"88,500",5,1994,천호대로193길 37,37.5371636,127.1441792,,,중개거래,서울 강동구
서울특별시 강동구 길동,387-4,387,4,다성이즈빌(387-4),22.21,202310,27,"29,900",16,2018,천중로42길 68,37.5381605,127.1384001,,20231030,중개거래,서울 강동구
서울특별시 강동구 길동,387-5,387,5,청광플러스원(큐브1차),16.685,202311,5,"11,900",7,2012,천중로42길 70,37.5380089,127.1383452,,20231106,중개거래,서울 송파구
서울특별시 강동구 길동,415-16,415,16,청광플러스원큐브3차,13.265,202311,5,"12,300",13,2014,진황도로 87,37.5363742,127.1364515,,20231106,중개거래,서울 송파구
서울특별시 강동구 길동,415-16,415,16,청광플러스원큐브3차,13.265,202311,6,"12,600",13,2014,진황도로 87,37.5363742,127.1364515,,20231107,직거래,-
서울특별시 강동구 길동,415-16,415,16,청광플러스원큐브3차,13.265,202311,6,"12,600",14,2014,진황도로 87,37.5363742,127.1364515,,20231107,직거래,-
서울특별시 강동구 길동,384-1,384,1,한빛골드빌1차,72.41,202310,31,"64,000",6,2001,성안로 176,37.5385306,127.1363743,,,중개거래,"서울 강동구, 서울 송파구"
서울특별시 강동구 둔촌동,630,630,0,둔촌푸르지오,113.67,202310,27,"150,000",15,2010,명일로 172,37.5341448,127.1465183,,,중개거래,"대구 수성구, 서울 강동구"
서울특별시 강동구 둔촌동,630,630,0,둔촌푸르지오,84.92,202310,27,"90,000",14,2010,명일로 172,37.5341448,127.1465183,,20231031,직거래,-
서울특별시 강동구 둔촌동,630,630,0,둔촌푸르지오,113.67,202311,11,"145,000",15,2010,명일로 172,37.5341448,127.1465183,,,중개거래,서울 강동구
서울특별시 강동구 둔촌동,104-3,104,3,율전에버그린,84.24,202311,6,"56,000",3,2007,풍성로73길 17,37.5268382,127.1460609,,20231117,중개거래,서울 강동구
서울특별시 강동구 둔촌동,89,89,0,현대4,84.94,202310,30,"88,000",5,1996,진황도로61길 7,37.5296539,127.1438324,,,중개거래,서울 강동구
서울특별시 강동구 명일동,348-1,348,1,다성이즈빌(명일4차),84.02,202311,12,"68,000",2,2005,양재대로130길 36,37.5457745,127.1452146,,,중개거래,서울 중구
서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,78.84,202311,18,"141,000",4,2019,양재대로 1650,37.5527708,127.1453519,,,중개거래,서울 강동구
서울특별시 강동구 명일동,56,56,0,현대(고덕),131.83,202310,28,"160,000",10,1986,동남로71길 41,37.5505035,127.1535263,,,중개거래,서울 강동구
서울특별시 강동구 상일동,555,555,0,고덕아르테스미소지움,84.96,202311,4,"139,000",7,2022,동남로 858,37.5498892,127.1569454,,,중개거래,서울 강동구
서울특별시 강동구 상일동,519,519,0,고덕아르테온,84.97,202311,1,"131,500",2,2020,고덕로 360,37.5552295,127.1687886,,,중개거래,서울 강동구
서울특별시 강동구 상일동,519,519,0,고덕아르테온,84.97,202311,3,"146,000",26,2020,고덕로 360,37.5552295,127.1687886,,,중개거래,"서울 강동구, 서울 송파구"
서울특별시 강동구 상일동,519,519,0,고덕아르테온,59.98,202311,6,"118,000",11,2020,고덕로 360,37.5552295,127.1687886,,,중개거래,경기 하남시
서울특별시 강동구 상일동,521,521,0,고덕자이,74.823,202310,30,"124,800",8,2021,상일로 55,37.5523884,127.1706617,,,중개거래,서울 강동구
서울특별시 강동구 상일동,476,476,0,중앙하이츠,59.94,202310,28,"74,000",10,1992,구천면로 557,37.5506496,127.1597978,,,중개거래,서울 강동구
서울특별시 강동구 성내동,244-8,244,8,늘조은,65.06,202310,30,"58,000",5,2003,천호대로176길 10-20,37.5343432,127.1352672,,,중개거래,서울 강동구
서울특별시 강동구 성내동,407-2,407,2,동방,71.4,202311,8,"50,000",4,1995,양재대로95길 74,37.5313733,127.1330666,,,직거래,-
서울특별시 강동구 성내동,606,606,0,올림픽파크한양수자인,84.88,202311,18,"126,000",8,2016,성내로 80,37.5267467,127.1281954,,,중개거래,서울 강동구
서울특별시 강동구 성내동,417-1,417,1,한솔애리즈202동,102.58,202311,4,"73,200",7,2004,풍성로 202,37.5292552,127.134173,,,중개거래,서울 강동구
서울특별시 강동구 성내동,438,438,0,한솔애리즈501동,79.52,202310,31,"70,000",4,2004,강동대로53길 68,37.5257691,127.1327675,,,중개거래,서울 강동구
서울특별시 강동구 암사동,414-2,414,2,롯데캐슬퍼스트,59.99,202311,11,"112,000",17,2008,고덕로 131,37.5564401,127.1420345,,,중개거래,"서울 강남구, 서울 강동구"
서울특별시 강동구 암사동,414-2,414,2,롯데캐슬퍼스트,84.81,202311,11,"132,500",29,2008,고덕로 131,37.5564401,127.1420345,,,중개거래,서울 강동구
서울특별시 강동구 암사동,509,509,0,선사현대아파트,59.64,202311,2,"85,000",6,2000,상암로 11,37.552396,127.1258146,,,중개거래,서울 강동구
서울특별시 강동구 암사동,509,509,0,선사현대아파트,59.64,202311,6,"81,000",18,2000,상암로 11,37.552396,127.1258146,,,중개거래,서울 강동구
서울특별시 강동구 암사동,509,509,0,선사현대아파트,59.64,202311,7,"87,500",13,2000,상암로 11,37.552396,127.1258146,,,중개거래,서울 강동구
서울특별시 강동구 암사동,509,509,0,선사현대아파트,72.85,202311,11,"100,000",19,2000,상암로 11,37.552396,127.1258146,,20231123,중개거래,서울 강동구
서울특별시 강동구 암사동,493-14,493,14,중앙하이츠,59.52,202311,18,"56,000",7,1998,올림픽로98가길 47,37.5512114,127.1320239,,,중개거래,서울 강동구
서울특별시 강동구 천호동,571,571,0,래미안강동팰리스,84.97,202310,28,"133,000",23,2017,천호대로 1077,37.5372338,127.1319678,,,중개거래,서울 강동구
서울특별시 강동구 천호동,452-15,452,15,미사아름채아파트,12.995,202311,7,"23,000",16,2020,천호대로159길 22-24,37.5383908,127.128257,,,중개거래,서울 강동구
서울특별시 강동구 천호동,416-12,416,12,엘림스퀘어II,17.07,202311,3,"14,000",13,2019,구천면로24길 9,37.5401655,127.1263253,,20231110,중개거래,서울 강동구
서울특별시 강동구 천호동,170-2,170,2,천호네스빌,46.01,202311,3,"30,000",4,2003,성안로25길 40,37.5387105,127.1335981,20231115,,중개거래,서울 강동구
서울특별시 강동구 천호동,170-2,170,2,천호네스빌,46.01,202311,15,"30,000",4,2003,성안로25길 40,37.5387105,127.1335981,,,중개거래,서울 강동구
서울특별시 강동구 천호동,427-3,427,3,천호엘크루,141.65,202310,28,"130,000",14,2008,올림픽로 660,37.5209922,127.0991094,,,중개거래,서울 강동구
서울특별시 강동구 천호동,302-3,302,3,태천와이드빌,84.75,202311,6,"58,400",3,2000,천중로17길 42-10,37.546368,127.1314407,,,중개거래,서울 강동구
서울특별시 강동구 천호동,565,565,0,현대코아아파트,79.98,202310,27,"77,000",13,1999,천호대로 1095,37.5359994,127.1337415,,,중개거래,서울 강동구
서울특별시 강동구 천호동,565,565,0,현대코아아파트,59.9,202311,2,"57,500",12,1999,천호대로 1095,37.5359994,127.1337415,,,중개거래,"경기 고양덕양구, 서울 강동구"
서울특별시 강북구 미아동,1356,1356,0,경남아너스빌(1356-0),59.964,202311,4,"60,000",8,2003,오패산로30길 30,37.6152291,127.0357119,,,중개거래,"서울 강북구, 서울 성북구"
서울특별시 강북구 미아동,1356,1356,0,경남아너스빌(1356-0),59.964,202311,16,"59,500",9,2003,오패산로30길 30,37.6152291,127.0357119,,,중개거래,서울 강북구
서울특별시 강북구 미아동,1369,1369,0,꿈의숲해링턴플레이스,99.93,202310,31,"95,000",7,2019,오현로 45,37.6185202,127.034425,,,중개거래,서울 성북구
서울특별시 강북구 미아동,811,811,0,두산위브트레지움,84.97,202310,27,"84,500",7,2011,삼양로27길 95,37.6177639,127.0169309,,,중개거래,서울 강북구
서울특별시 강북구 미아동,811,811,0,두산위브트레지움,59.54,202311,7,"60,000",16,2011,삼양로27길 95,37.6177639,127.0169309,,20231107,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,36.81,202310,30,"33,300",5,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,38.82,202310,30,"34,900",5,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.72,202310,30,"33,750",5,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.57,202310,30,"33,600",5,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,35.56,202310,30,"32,000",5,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.97,202310,30,"33,950",5,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,30.32,202310,30,"28,300",6,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,30.87,202310,30,"28,850",6,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,32.89,202310,30,"30,400",6,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,33.07,202310,30,"30,400",6,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,32.93,202310,30,"30,300",6,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,30.62,202310,30,"28,300",6,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,35.87,202310,30,"32,600",7,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,34.43,202310,30,"31,650",7,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,35.56,202310,30,"31,050",3,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,35.56,202310,30,"30,700",2,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.97,202310,30,"32,800",2,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.97,202310,30,"33,000",3,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,41.11,202310,30,"36,350",7,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,42.34,202310,30,"37,850",7,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,31.96,202310,30,"30,800",5,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,33.2,202310,30,"30,500",6,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,35.56,202310,30,"31,600",4,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.97,202310,30,"33,550",4,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,36.81,202310,30,"32,200",2,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.72,202310,30,"33,350",4,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,38.82,202310,30,"34,700",4,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.57,202310,30,"33,250",4,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,31.96,202310,30,"30,650",4,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,36.81,202310,30,"33,300",4,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.57,202310,30,"32,650",3,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.72,202310,30,"32,750",3,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,31.96,202310,30,"29,700",2,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,38.82,202310,30,"34,000",3,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,36.81,202310,30,"32,500",3,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,31.96,202310,30,"30,000",3,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.57,202310,30,"32,500",2,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,37.72,202310,30,"32,600",2,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,38.82,202310,30,"33,600",2,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1373,1373,0,미아에스하임,33.35,202310,30,"30,850",7,2023,도봉로61길 5,37.6286897,127.0247299,,20231109,직거래,-
서울특별시 강북구 미아동,1354,1354,0,벽산라이브파크,60,202310,28,"50,000",5,2004,솔샘로 159,37.6211493,127.0108272,,,중개거래,서울 강북구
서울특별시 강북구 미아동,1354,1354,0,벽산라이브파크,60,202311,15,"53,000",3,2004,솔샘로 159,37.6211493,127.0108272,,,중개거래,서울 강북구
서울특별시 강북구 미아동,461,461,0,송천센트레빌,59.762,202311,4,"84,000",2,2010,숭인로 39,37.612752,127.0258145,,,중개거래,서울 강북구
서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,84.76,202310,27,"67,300",10,2004,솔샘로 174,37.6179756,127.0126309,,,중개거래,서울 강북구
서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,114.85,202310,27,"82,000",5,2004,솔샘로 174,37.6179756,127.0126309,,,중개거래,서울 강북구
서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,59.98,202310,27,"57,100",10,2004,솔샘로 174,37.6179756,127.0126309,,,중개거래,서울 강북구
서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,59.98,202310,28,"58,500",12,2004,솔샘로 174,37.6179756,127.0126309,,,중개거래,"대구 수성구, 서울 강북구"
서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,84.76,202311,2,"63,300",14,2004,솔샘로 174,37.6179756,127.0126309,,,중개거래,서울 강북구
서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,114.85,202311,15,"73,000",6,2004,솔샘로 174,37.6179756,127.0126309,,,중개거래,서울 강북구
서울특별시 강북구 번동,136,136,0,번동솔그린,59.82,202311,10,"45,000",7,1999,한천로109길 83,37.6261781,127.0393674,,,중개거래,서울 강북구
서울특별시 강북구 번동,133-1,133,1,번동한양아파트,84.67,202311,15,"49,700",14,1992,한천로109길 69,37.626694,127.0410865,,,중개거래,서울 종로구
서울특별시 강북구 번동,658,658,0,한진,58.65,202311,1,"42,400",19,2000,월계로37길 65,37.6247478,127.0446733,,,중개거래,서울 강북구
서울특별시 강북구 수유동,553-61,553,61,극동,71.3,202310,27,"43,500",6,1992,인수봉로72길 4,37.6418713,127.0120808,,,중개거래,서울 강북구
서울특별시 강북구 수유동,205,205,0,수유벽산1차,84.92,202311,1,"65,000",6,1993,삼각산로 143-1,37.6423794,127.018989,,,중개거래,서울 강북구
서울특별시 강북구 수유동,May-87,87,5,수유시그니티,33.19,202311,5,"37,100",12,2023,도봉로73길 13,37.632284,127.0231128,,,직거래,-
서울특별시 강북구 수유동,50-24,50,24,어반레프대원,52.07,202311,11,"54,000",12,2023,수유로12길 51,37.6326417,127.0217064,,,직거래,-
서울특별시 강북구 우이동,117-3,117,3,다인플레움,67.54,202310,28,"29,500",4,2004,삼양로163길 31,37.6586504,127.011938,,,중개거래,서울 강북구
서울특별시 강북구 우이동,05월 05일,5,5,두온리치벨리,133.47,202311,15,"73,000",3,2004,삼양로 670,37.6624861,127.0134369,,20231115,직거래,-
서울특별시 강북구 우이동,1,1,0,성원상떼빌,84.98,202311,17,"50,000",8,1990,삼양로 658,37.6618292,127.0138347,,,중개거래,서울 강북구
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,39.6,202311,1,"54,300",12,1993,허준로 234,37.5587209,126.863533,,,중개거래,서울 강서구
서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,49.5,202311,20,"59,000",3,1993,허준로 234,37.5587209,126.863533,,,직거래,-
서울특별시 강서구 가양동,1475,1475,0,강변,34.44,202311,2,"49,500",9,1992,허준로 139,37.5652158,126.8556678,,,중개거래,서울 강서구
서울특별시 강서구 가양동,1460,1460,0,한강타운,84.99,202310,30,"102,500",7,1993,허준로 23,37.5713845,126.8449875,,,중개거래,서울 강서구
서울특별시 강서구 가양동,1495,1495,0,한보구암마을,84.39,202311,4,"69,000",1,1999,허준로 76,37.5680981,126.8489645,,,중개거래,서울 강서구
서울특별시 강서구 내발산동,751,751,0,마곡수명산파크3단지,84.96,202310,27,"97,000",10,2007,수명로1길 110,37.5528189,126.8249124,,,중개거래,서울 강서구
서울특별시 강서구 내발산동,672-15,672,15,원다벨라빌,84.9693,202311,21,"40,000",4,2001,우장산로6길 21,37.5536073,126.8405978,,,직거래,-
서울특별시 강서구 등촌동,561-1,561,1,대림e편한세상,96.73,202310,28,"98,500",10,2002,등촌로 137,37.5421359,126.8626278,,,중개거래,서울 강서구
서울특별시 강서구 등촌동,691-1,691,1,동성,134.94,202310,27,"108,000",14,1995,강서로68길 108,37.5638693,126.845799,,,중개거래,서울 강서구
서울특별시 강서구 등촌동,691-1,691,1,동성,150.05,202310,27,"110,000",2,1995,강서로68길 108,37.5638693,126.845799,,,중개거래,서울 강서구
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,202311,3,"49,000",2,1994,공항대로43길 104,37.5608036,126.8516881,,,중개거래,서울 강서구
서울특별시 강서구 등촌동,641-4,641,4,등촌동보람쉬움아파트,84.51,202310,28,"78,000",6,2003,화곡로66길 80,37.556427,126.8574863,,,중개거래,서울 강서구
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,165.8299,202310,28,"128,500",2,2004,등촌로 163,37.5439159,126.8602292,,,중개거래,서울 강서구
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.7556,202311,14,"80,700",1,2004,등촌로 163,37.5439159,126.8602292,,,중개거래,"서울 강서구, 서울 동작구"
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,134.8836,202311,15,"123,000",6,2004,등촌로 163,37.5439159,126.8602292,,,중개거래,"서울 강서구, 서울 양천구"
