시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,,1평,시군구,평당 평균 가격(만원),,시군구,전용면적(㎡),평수,거래금액(만원),평당 가격(만원),,,,,,,
서울특별시 구로구 구로동,1274,1274,0,신성미소지움,84.23,201612,10,"37,300",4,2003,시흥대로161길 50,,,,,,서울특별시 구로구 구로동,84.23,25.47961449,"37,300",1463.915398,,,,1747.243138,,,
서울특별시 구로구 구로동,792-82,792,82,영암빌라,47.7,201612,20,"14,000",3,1995,디지털로27라길 39-13,,,,,,서울특별시 구로구 구로동,47.7,14.42927237,"14,000",970.2498952,,,,2092.05565,,,
서울특별시 구로구 구로동,1268,1268,0,영화참마음,84.63,201612,8,"39,400",1,2001,구일로8길 79,,,,,,서울특별시 구로구 구로동,84.63,25.60061468,"39,400",1539.025546,,,,2419.353297,,,
서울특별시 구로구 구로동,1268,1268,0,영화참마음,84.63,201612,10,"42,000",4,2001,구일로8길 79,,,,,,서울특별시 구로구 구로동,84.63,25.60061468,"42,000",1640.585608,,,,2328.056947,,,
서울특별시 구로구 구로동,1279,1279,0,우민늘푸른,84.702,201612,2,"40,700",12,2004,도림로20길 50,,,,,,서울특별시 구로구 구로동,84.702,25.62239471,"40,700",1588.454181,,,,1478.747969,,,
서울특별시 구로구 구로동,642-46,642,46,우방,84.9,201612,8,"32,000",1,1993,구일로 154-17,,,,,,서울특별시 구로구 구로동,84.9,25.68228981,"32,000",1245.994817,,,,2394.253492,,,
서울특별시 구로구 구로동,642-46,642,46,우방,84.9,201612,14,"36,000",8,1993,구일로 154-17,,,,,,서울특별시 구로구 구로동,84.9,25.68228981,"36,000",1401.74417,,,,2479.762545,,,
서울특별시 구로구 구로동,1058,1058,0,우성(1058),59.34,201612,24,"31,000",2,1995,구일로8길 31,,,,,,서울특별시 구로구 구로동,59.34,17.95037782,"31,000",1726.983148,,,,2454.109829,,,
서울특별시 구로구 구로동,1260,1260,0,이화우성,84.98,201612,5,"42,000",15,1998,도림로22길 8,,,,,,서울특별시 구로구 구로동,84.98,25.70648985,"42,000",1633.828666,,,,1365.702314,,,
서울특별시 구로구 구로동,685-222,685,222,주공1,84.87,201612,12,"43,000",3,1986,구일로4길 65,,,,,,서울특별시 구로구 구로동,84.87,25.67321479,"43,000",1674.897372,,,,2438.176529,,,
서울특별시 구로구 구로동,685-222,685,222,주공1,83.805,201612,29,"45,000",12,1986,구일로4길 65,,,,,,서울특별시 구로구 구로동,83.805,25.35105179,"45,000",1775.07428,,,,2455.266552,,,
서울특별시 구로구 구로동,685-223,685,223,주공2,47.34,201612,27,"22,000",3,1987,구일로4길 22,,,,,,서울특별시 구로구 구로동,47.34,14.3203722,"22,000",1536.272919,,,,2536.825394,,,
서울특별시 구로구 구로동,1269,1269,0,중앙하이츠(1269),82.3019,201612,5,"41,500",10,2001,구로동로47길 24,,,,,,서울특별시 구로구 구로동,82.3019,24.89636334,"41,500",1666.91012,,,,1673.664507,,,
서울특별시 구로구 구로동,1269,1269,0,중앙하이츠(1269),82.3019,201612,13,"43,500",2,2001,구로동로47길 24,,,,,,서울특별시 구로구 구로동,82.3019,24.89636334,"43,500",1747.243138,,,,1492.253319,,,
서울특별시 구로구 구로동,1269,1269,0,중앙하이츠(1269),59.73,201612,13,"37,800",12,2001,구로동로47길 24,,,,,,서울특별시 구로구 구로동,59.73,18.06835301,"37,800",2092.05565,,,,1585.933444,,,
서울특별시 구로구 구로동,110-8,110,8,하나세인스톤1차,21.7256,201612,13,"15,900",18,2011,구로중앙로28다길 16,,,,,,서울특별시 구로구 구로동,21.7256,6.572004187,"15,900",2419.353297,,,,1228.287775,,,
서울특별시 구로구 구로동,110-8,110,8,하나세인스톤1차,21.7256,201612,21,"15,300",12,2011,구로중앙로28다길 16,,,,,,서울특별시 구로구 구로동,21.7256,6.572004187,"15,300",2328.056947,,,,1391.36125,,,
서울특별시 구로구 구로동,Apr-97,97,4,하나세인스톤2차,84.95,201612,5,"38,000",18,2011,가마산로 284,,,,,,서울특별시 구로구 구로동,84.95,25.69741483,"38,000",1478.747969,,,,1357.985381,,,
서울특별시 구로구 구로동,Apr-97,97,4,하나세인스톤2차,19.33,201612,24,"14,000",12,2011,가마산로 284,,,,,,서울특별시 구로구 구로동,19.33,5.847334063,"14,000",2394.253492,,,,1983.934808,,,
서울특별시 구로구 구로동,Apr-97,97,4,하나세인스톤2차,19.33,201612,28,"14,500",15,2011,가마산로 284,,,,,,서울특별시 구로구 구로동,19.33,5.847334063,"14,500",2479.762545,,,,2260.220695,,,
서울특별시 구로구 구로동,Apr-97,97,4,하나세인스톤2차,19.33,201612,29,"14,350",14,2011,가마산로 284,,,,,,서울특별시 구로구 구로동,19.33,5.847334063,"14,350",2454.109829,,,,2263.47662,,,
서울특별시 구로구 구로동,642-39,642,39,한국현대,84.72,201612,20,"35,000",3,1994,구일로8길 107,,,,,,서울특별시 구로구 구로동,84.72,25.62783972,"35,000",1365.702314,,,,2483.474124,,,
서울특별시 구로구 구로동,1280,1280,0,한신휴플러스(1280-0),58.03,201612,3,"42,800",4,2007,디지털로31길 120,,,,,,서울특별시 구로구 구로동,58.03,17.55410221,"42,800",2438.176529,,,,1921.965116,,,
서울특별시 구로구 구로동,1280,1280,0,한신휴플러스(1280-0),58.03,201612,19,"43,100",14,2007,디지털로31길 120,,,,,,서울특별시 구로구 구로동,58.03,17.55410221,"43,100",2455.266552,,,,1586.891948,,,
서울특별시 구로구 구로동,1280,1280,0,한신휴플러스(1280-0),50.17,201612,31,"38,500",8,2007,디지털로31길 120,,,,,,서울특별시 구로구 구로동,50.17,15.17644852,"38,500",2536.825394,,,,1988.40392,,,
서울특별시 구로구 구로동,74-30,74,30,현대,56.49,201612,11,"28,600",12,1988,구로중앙로18길 68,,,,,,서울특별시 구로구 구로동,56.49,17.08825149,"28,600",1673.664507,,,,1890.105324,,,
서울특별시 구로구 구로동,74-30,74,30,현대,56.49,201612,23,"25,500",12,1988,구로중앙로18길 68,,,,,,서울특별시 구로구 구로동,56.49,17.08825149,"25,500",1492.253319,,,,2249.836144,,,
서울특별시 구로구 구로동,74-30,74,30,현대,72.33,201612,26,"34,700",3,1988,구로중앙로18길 68,,,,,,서울특별시 구로구 구로동,72.33,21.87985891,"34,700",1585.933444,,,,2265.939558,,,
서울특별시 구로구 구로동,701-76,701,76,현대로얄,68.63,201612,8,"25,500",7,1987,가마산로 97,,,,,,서울특별시 구로구 구로동,68.63,20.76060718,"25,500",1228.287775,,,,1824.21952,,,
서울특별시 구로구 궁동,184-20,184,20,대명하이빌101동,70.09,201612,30,"29,500",1,2009,오리로20길 26-8,,,,,,서울특별시 구로구 궁동,70.09,21.20225786,"29,500",1391.36125,,,,2401.88395,,,
서울특별시 구로구 궁동,290,290,0,우남푸르미아,84.958,201612,21,"34,900",7,2007,부일로 927,,,,,,서울특별시 구로구 궁동,84.958,25.69983483,"34,900",1357.985381,,,,2551.655005,,,
서울특별시 구로구 신도림동,432-1,432,1,SKVIEW,84.98,201612,17,"51,000",22,2006,경인로 638,,,,,,서울특별시 구로구 신도림동,84.98,25.70648985,"51,000",1983.934808,,,,2535.013776,,,
서울특별시 구로구 신도림동,642,642,0,대림1,59.82,201612,20,"40,900",16,1999,신도림로 16,,,,,,서울특별시 구로구 신도림동,59.82,18.09557805,"40,900",2260.220695,,,,2496.184244,,,
서울특별시 구로구 신도림동,642,642,0,대림1,59.88,201612,26,"41,000",19,1999,신도림로 16,,,,,,서울특별시 구로구 신도림동,59.88,18.11372808,"41,000",2263.47662,,,,2431.006589,,,
서울특별시 구로구 신도림동,642,642,0,대림2,59.9,201612,24,"45,000",7,2001,신도림로 16,,,,,,서울특별시 구로구 신도림동,59.9,18.11977809,"45,000",2483.474124,,,,2798.893733,,,
서울특별시 구로구 신도림동,642,642,0,대림2,101.48,201612,26,"59,000",23,2001,신도림로 16,,,,,,서울특별시 구로구 신도림동,101.48,30.69774758,"59,000",1921.965116,,,,2023.057135,,,
서울특별시 구로구 신도림동,642,642,0,대림2,134.99,201612,28,"64,800",26,2001,신도림로 16,,,,,,서울특별시 구로구 신도림동,134.99,40.83453829,"64,800",1586.891948,,,,1439.506615,,,
서울특별시 구로구 신도림동,647,647,0,대림e-편한세상5,84.789,201612,8,"51,000",17,2003,신도림로 32,,,,,,서울특별시 구로구 신도림동,84.789,25.64871226,"51,000",1988.40392,,,,1529.475778,,,
서울특별시 구로구 신도림동,649,649,0,대림e-편한세상7,116.308,201612,15,"66,500",2,2004,신도림로 56-13,,,,,,서울특별시 구로구 신도림동,116.308,35.18322453,"66,500",1890.105324,,,,1804.499104,,,
서울특별시 구로구 신도림동,649,649,0,대림e-편한세상7,84.928,201612,31,"57,800",2,2004,신도림로 56-13,,,,,,서울특별시 구로구 신도림동,84.928,25.69075982,"57,800",2249.836144,,,,2269.160891,,,
서울특별시 구로구 신도림동,644,644,0,동아2,84.908,201612,3,"58,200",25,2000,경인로 643,,,,,,서울특별시 구로구 신도림동,84.908,25.68470981,"58,200",2265.939558,,,,1556.943365,,,
서울특별시 구로구 신도림동,644,644,0,동아2,112.354,201612,3,"62,000",1,2000,경인로 643,,,,,,서울특별시 구로구 신도림동,112.354,33.98713768,"62,000",1824.21952,,,,2028.22114,,,
서울특별시 구로구 신도림동,644,644,0,동아2,59.595,201612,5,"43,300",3,2000,경인로 643,,,,,,서울특별시 구로구 신도림동,59.595,18.02751544,"43,300",2401.88395,,,,1171.075911,,,
서울특별시 구로구 신도림동,644,644,0,동아2,59.595,201612,10,"46,000",19,2000,경인로 643,,,,,,서울특별시 구로구 신도림동,59.595,18.02751544,"46,000",2551.655005,,,,1128.385358,,,
서울특별시 구로구 신도림동,644,644,0,동아2,59.595,201612,20,"45,700",10,2000,경인로 643,,,,,,서울특별시 구로구 신도림동,59.595,18.02751544,"45,700",2535.013776,,,,1089.475518,,,
서울특별시 구로구 신도림동,644,644,0,동아2,59.595,201612,31,"45,000",16,2000,경인로 643,,,,,,서울특별시 구로구 신도림동,59.595,18.02751544,"45,000",2496.184244,,,,2053.245313,,,
서울특별시 구로구 신도림동,645,645,0,동아3,84.99,201612,3,"62,500",9,2000,신도림로 78,,,,,,서울특별시 구로구 신도림동,84.99,25.70951485,"62,500",2431.006589,,,,925.422284,,,
서울특별시 구로구 신도림동,645,645,0,동아3,60,201612,17,"50,800",9,2000,신도림로 78,,,,,,서울특별시 구로구 신도림동,60,18.15002813,"50,800",2798.893733,,,,1836.034435,,,
서울특별시 구로구 신도림동,290,290,0,미성,37.91,201612,24,"23,200",11,1987,신도림로11가길 36,,,,,,서울특별시 구로구 신도림동,37.91,11.46779278,"23,200",2023.057135,,,,1836.034435,,,
서울특별시 구로구 신도림동,412-3,412,3,신도림팰러티움,84.51,201612,3,"36,800",4,2006,경인로 584,,,,,,서울특별시 구로구 신도림동,84.51,25.56431462,"36,800",1439.506615,,,,1477.074091,,,
서울특별시 구로구 신도림동,412-3,412,3,신도림팰러티움,84.51,201612,23,"39,100",9,2006,경인로 584,,,,,,서울특별시 구로구 신도림동,84.51,25.56431462,"39,100",1529.475778,,,,1128.005912,,,
서울특별시 구로구 신도림동,639,639,0,우성2,84.82,201612,17,"46,300",3,1996,신도림로 105,,,,,,서울특별시 구로구 신도림동,84.82,25.65808977,"46,300",1804.499104,,,,1072.49144,,,
서울특별시 구로구 신도림동,641,641,0,현대홈타운아파트,59.73,201612,26,"41,000",15,1999,신도림로19길 16,,,,,,서울특별시 구로구 신도림동,59.73,18.06835301,"41,000",2269.160891,,,,1078.320197,,,
서울특별시 구로구 오류동,344,344,0,경남아너스빌,84.93,201612,5,"40,000",16,2003,오류로 65,,,,,,서울특별시 구로구 오류동,84.93,25.69136482,"40,000",1556.943365,,,,1737.84517,,,
서울특별시 구로구 오류동,344,344,0,경남아너스빌,59.98,201612,6,"36,800",22,2003,오류로 65,,,,,,서울특별시 구로구 오류동,59.98,18.14397812,"36,800",2028.22114,,,,1721.241554,,,
서울특별시 구로구 오류동,335,335,0,금강,59.28,201612,14,"21,000",4,1996,서해안로34가길 18,,,,,,서울특별시 구로구 오류동,59.28,17.93222779,"21,000",1171.075911,,,,1423.72826,,,
서울특별시 구로구 오류동,335,335,0,금강,84.96,201612,28,"29,000",14,1996,서해안로34가길 18,,,,,,서울특별시 구로구 오류동,84.96,25.70043984,"29,000",1128.385358,,,,2174.236704,,,
서울특별시 구로구 오류동,335,335,0,금강,84.96,201612,31,"28,000",8,1996,서해안로34가길 18,,,,,,서울특별시 구로구 오류동,84.96,25.70043984,"28,000",1089.475518,,,,1877.34291,,,
서울특별시 구로구 오류동,343,343,0,금강(343),60.054,201612,20,"37,300",2,2003,오리로 1197,,,,,,서울특별시 구로구 오류동,60.054,18.16636316,"37,300",2053.245313,,,,1482.149932,,,
서울특별시 구로구 오류동,150-42,150,42,길훈,53.94,201612,10,"15,100",5,1986,오류로8라길 20-8,,,,,,서울특별시 구로구 오류동,53.94,16.31687529,"15,100",925.422284,,,,1531.705097,,,
서울특별시 구로구 오류동,356,356,0,다청림(356),36.01,201612,17,"20,000",5,2013,서해안로 2275,,,,,,서울특별시 구로구 오류동,36.01,10.89304188,"20,000",1836.034435,,,,2590.954234,,,
서울특별시 구로구 오류동,356,356,0,다청림(356),36.01,201612,21,"20,000",6,2013,서해안로 2275,,,,,,서울특별시 구로구 오류동,36.01,10.89304188,"20,000",1836.034435,,,,2429.019594,,,
서울특별시 구로구 오류동,336,336,0,동부(101동~103동),59.98,201612,7,"26,800",13,1998,경인로 248-14,,,,,,서울특별시 구로구 오류동,59.98,18.14397812,"26,800",1477.074091,,,,1014.881096,,,
서울특별시 구로구 오류동,338,338,0,동부골든,105.21,201612,3,"35,900",8,1998,고척로 49,,,,,,서울특별시 구로구 오류동,105.21,31.82607433,"35,900",1128.005912,,,,1209.642446,,,
서울특별시 구로구 오류동,338,338,0,동부골든,113.43,201612,7,"36,800",19,1998,고척로 49,,,,,,서울특별시 구로구 오류동,113.43,34.31262818,"36,800",1072.49144,,,,1160.680728,,,
서울특별시 구로구 오류동,338,338,0,동부골든,113.43,201612,8,"37,000",14,1998,고척로 49,,,,,,서울특별시 구로구 오류동,113.43,34.31262818,"37,000",1078.320197,,,,1989.640847,,,
서울특별시 구로구 오류동,340,340,0,삼천리,59.73,201612,1,"31,400",16,1998,경인로8길 75,,,,,,서울특별시 구로구 오류동,59.73,18.06835301,"31,400",1737.84517,,,,1509.768068,,,
서울특별시 구로구 오류동,340,340,0,삼천리,59.73,201612,17,"31,100",12,1998,경인로8길 75,,,,,,서울특별시 구로구 오류동,59.73,18.06835301,"31,100",1721.241554,,,,1750.530713,,,
서울특별시 구로구 오류동,340,340,0,삼천리,84.75,201612,21,"36,500",11,1998,경인로8길 75,,,,,,서울특별시 구로구 오류동,84.75,25.63691474,"36,500",1423.72826,,,,1771.648881,,,
서울특별시 구로구 오류동,34-13,34,13,썬앤빌,14.064,201612,6,"9,250",13,2014,경인로19가길 40,,,,,,서울특별시 구로구 오류동,14.064,4.254366594,"9,250",2174.236704,,,,1809.094622,,,
서울특별시 구로구 오류동,347,347,0,오류동금호어울림,59.87,201612,26,"34,000",7,2006,고척로 41,,,,,,서울특별시 구로구 오류동,59.87,18.11070307,"34,000",1877.34291,,,,1789.641991,,,
서울특별시 구로구 오류동,Jan-46,46,1,이좋은집,36.69,201612,3,"16,450",2,2005,경인로20나길 30,,,,,,서울특별시 구로구 오류동,36.69,11.0987422,"16,450",1482.149932,,,,1641.508357,,,
서울특별시 구로구 오류동,Jan-46,46,1,이좋은집,36.69,201612,8,"17,000",15,2005,경인로20나길 30,,,,,,서울특별시 구로구 오류동,36.69,11.0987422,"17,000",1531.705097,,,,1713.176952,,,
서울특별시 구로구 오류동,51-31,51,31,포스시티,14.29,201612,6,"11,200",14,2014,경인로20길 6,,,,,,서울특별시 구로구 오류동,14.29,4.3227317,"11,200",2590.954234,,,,,,,
서울특별시 구로구 오류동,51-31,51,31,포스시티,14.29,201612,13,"10,500",19,2014,경인로20길 6,,,,,,서울특별시 구로구 오류동,14.29,4.3227317,"10,500",2429.019594,,,,,,,
서울특별시 구로구 오류동,06월 01일,6,1,한백고은,84.69,201612,28,"26,000",7,2005,고척로 19,,,,,,서울특별시 구로구 오류동,84.69,25.61876471,"26,000",1014.881096,,,,,,,
서울특별시 구로구 오류동,341,341,0,한신플러스타운,114.78,201612,11,"42,000",9,2002,고척로 52,,,,,,서울특별시 구로구 오류동,114.78,34.72100382,"42,000",1209.642446,,,,,,,
서울특별시 구로구 오류동,341,341,0,한신플러스타운,114.78,201612,29,"40,300",4,2002,고척로 52,,,,,,서울특별시 구로구 오류동,114.78,34.72100382,"40,300",1160.680728,,,,,,,
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,59.98,201612,18,"36,100",3,2010,부일로9길 127,,,,,,서울특별시 구로구 온수동,59.98,18.14397812,"36,100",1989.640847,,,,,,,
서울특별시 구로구 온수동,155,155,0,온수힐스테이트,162.03,201612,22,"74,000",10,2010,부일로9길 127,,,,,,서울특별시 구로구 온수동,162.03,49.01415097,"74,000",1509.768068,,,,,,,
서울특별시 구로구 천왕동,280,280,0,천왕연지타운1단지,84.98,201612,27,"45,000",4,2013,오류로 30,,,,,,서울특별시 구로구 천왕동,84.98,25.70648985,"45,000",1750.530713,,,,,,,
서울특별시 구로구 천왕동,281,281,0,천왕연지타운2단지,84.9,201612,2,"45,500",11,2014,오리로 1102-10,,,,,,서울특별시 구로구 천왕동,84.9,25.68228981,"45,500",1771.648881,,,,,,,
서울특별시 구로구 천왕동,273,273,0,천왕이펜하우스4단지,84.97,201612,10,"46,500",9,2011,천왕로 29,,,,,,서울특별시 구로구 천왕동,84.97,25.70346484,"46,500",1809.094622,,,,,,,
서울특별시 구로구 천왕동,273,273,0,천왕이펜하우스4단지,84.97,201612,17,"46,000",7,2011,천왕로 29,,,,,,서울특별시 구로구 천왕동,84.97,25.70346484,"46,000",1789.641991,,,,,,,
서울특별시 구로구 항동,233,233,0,현대홈타운스위트,84.9852,201612,24,"42,200",5,2004,연동로13길 25,,,,,,서울특별시 구로구 항동,84.9852,25.70806285,"42,200",1641.508357,,,,,,,
서울특별시 금천구 가산동,140-9,140,9,가산지웰에스테이트,12.13,201612,14,"12,650",14,2013,가산로 147,,,,,,서울특별시 금천구 가산동,12.13,3.669330687,"12,650",3447.495218,,,,,,,
서울특별시 금천구 가산동,769,769,0,두산,59.84,201612,2,"34,500",18,1998,가산로 99,,,,,,서울특별시 금천구 가산동,59.84,18.10162806,"34,500",1905.905916,,,,,,,
서울특별시 금천구 가산동,769,769,0,두산,84.9,201612,3,"39,000",15,1998,가산로 99,,,,,,서울특별시 금천구 가산동,84.9,25.68228981,"39,000",1518.556184,,,,,,,
서울특별시 금천구 가산동,769,769,0,두산,84.9,201612,8,"39,200",14,1998,가산로 99,,,,,,서울특별시 금천구 가산동,84.9,25.68228981,"39,200",1526.343651,,,,,,,
서울특별시 금천구 가산동,769,769,0,두산,134.95,201612,12,"46,000",12,1998,가산로 99,,,,,,서울특별시 금천구 가산동,134.95,40.82243827,"46,000",1126.831271,,,,,,,
서울특별시 금천구 가산동,769,769,0,두산,84.9,201612,17,"38,000",9,1998,가산로 99,,,,,,서울특별시 금천구 가산동,84.9,25.68228981,"38,000",1479.618846,,,,,,,
서울특별시 금천구 가산동,769,769,0,두산,84.9,201612,19,"39,300",10,1998,가산로 99,,,,,,서울특별시 금천구 가산동,84.9,25.68228981,"39,300",1530.237385,,,,,,,
서울특별시 금천구 가산동,769,769,0,두산,134.95,201612,29,"42,500",6,1998,가산로 99,,,,,,서울특별시 금천구 가산동,134.95,40.82243827,"42,500",1041.094109,,,,,,,
서울특별시 금천구 가산동,145-42,145,42,백운한비치(나),82.41,201612,1,"23,000",4,2003,남부순환로108길 23-14,,,,,,서울특별시 금천구 가산동,82.41,24.92906364,"23,000",922.6178862,,,,,,,
서울특별시 금천구 독산동,332-14,332,14,계룡아파트,84.96,201612,7,"30,000",1,1998,범안로15길 7,,,,,,서울특별시 금천구 독산동,84.96,25.70043984,"30,000",1167.295198,,,,,,,
서울특별시 금천구 독산동,332-14,332,14,계룡아파트,84.96,201612,17,"33,000",8,1998,범안로15길 7,,,,,,서울특별시 금천구 독산동,84.96,25.70043984,"33,000",1284.024718,,,,,,,
서울특별시 금천구 독산동,1140,1140,0,독산동중앙하이츠빌,84.8768,201612,10,"39,900",17,2004,범안로 1136,,,,,,서울특별시 금천구 독산동,84.8768,25.6752718,"39,900",1554.024445,,,,,,,
서울특별시 금천구 독산동,1140,1140,0,독산동중앙하이츠빌,84.8768,201612,15,"40,500",7,2004,범안로 1136,,,,,,서울특별시 금천구 독산동,84.8768,25.6752718,"40,500",1577.393233,,,,,,,
서울특별시 금천구 독산동,1140,1140,0,독산동중앙하이츠빌,84.8768,201612,17,"39,700",7,2004,범안로 1136,,,,,,서울특별시 금천구 독산동,84.8768,25.6752718,"39,700",1546.234849,,,,,,,
서울특별시 금천구 독산동,1140,1140,0,독산동중앙하이츠빌,84.8768,201612,24,"40,000",13,2004,범안로 1136,,,,,,서울특별시 금천구 독산동,84.8768,25.6752718,"40,000",1557.919243,,,,,,,
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,44.89,201612,7,"23,400",6,1990,한내로 69-54,,,,,,서울특별시 금천구 독산동,44.89,13.57924605,"23,400",1723.21791,,,,,,,
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,59.22,201612,10,"29,750",8,1990,한내로 69-54,,,,,,서울특별시 금천구 독산동,59.22,17.91407777,"29,750",1660.705083,,,,,,,
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,38.64,201612,15,"18,100",1,1990,한내로 69-54,,,,,,서울특별시 금천구 독산동,38.64,11.68861812,"18,100",1548.514959,,,,,,,
서울특별시 금천구 독산동,1006-139,1006,139,리버스타운,59.93,201612,15,"32,000",3,2016,범안로12길 41,,,,,,서울특별시 금천구 독산동,59.93,18.1288531,"32,000",1765.141999,,,,,,,
서울특별시 금천구 독산동,956,956,0,삼익,69.72,201612,31,"31,000",9,1998,남부순환로120길 22,,,,,,서울특별시 금천구 독산동,69.72,21.09033269,"31,000",1469.867757,,,,,,,
서울특별시 금천구 독산동,1017-24,1017,24,상진지오벨리B,66.25,201612,24,"20,000",1,2004,시흥대로120길 44,,,,,,서울특별시 금천구 독산동,66.25,20.04065606,"20,000",997.9713208,,,,,,,
서울특별시 금천구 독산동,992-42,992,42,세진웰빙101,95.5,201612,22,"34,000",2,2004,독산로92길 30,,,,,,서울특별시 금천구 독산동,95.5,28.88879478,"34,000",1176.926911,,,,,,,
서울특별시 금천구 독산동,1143,1143,0,이랜드해가든,84.927,201612,12,"40,950",5,2008,벚꽃로6길 3,,,,,,서울특별시 금천구 독산동,84.927,25.69045732,"40,950",1593.977074,,,,,,,
서울특별시 금천구 독산동,333-24,333,24,중앙아파트,35.61,201612,7,"14,500",2,1989,범안로15길 65,,,,,,서울특별시 금천구 독산동,35.61,10.7720417,"14,500",1346.077225,,,,,,,
서울특별시 금천구 독산동,1002,1002,0,진도1차,59.94,201612,6,"23,700",2,1996,벚꽃로18길 36,,,,,,서울특별시 금천구 독산동,59.94,18.1318781,"23,700",1307.09019,,,,,,,
서울특별시 금천구 독산동,1002,1002,0,진도1차,59.94,201612,27,"23,500",3,1996,벚꽃로18길 36,,,,,,서울특별시 금천구 독산동,59.94,18.1318781,"23,500",1296.059893,,,,,,,
서울특별시 금천구 독산동,1133,1133,0,진도2차,59.95,201612,14,"23,400",1,1997,두산로 36,,,,,,서울특별시 금천구 독산동,59.95,18.13490311,"23,400",1290.329475,,,,,,,
서울특별시 금천구 독산동,1133,1133,0,진도2차,84.58,201612,15,"33,500",16,1997,두산로 36,,,,,,서울특별시 금천구 독산동,84.58,25.58548966,"33,500",1309.335895,,,,,,,
서울특별시 금천구 독산동,1136,1136,0,진도3차아파트,79.71,201612,6,"32,500",1,1999,범안로17길 41,,,,,,서울특별시 금천구 독산동,79.71,24.11231237,"32,500",1347.859114,,,,,,,
서울특별시 금천구 독산동,1136,1136,0,진도3차아파트,79.71,201612,30,"33,000",8,1999,범안로17길 41,,,,,,서울특별시 금천구 독산동,79.71,24.11231237,"33,000",1368.595408,,,,,,,
서울특별시 금천구 독산동,1003-21,1003,21,태영아파트,56.78,201612,15,"25,000",10,2001,범안로 1158,,,,,,서울특별시 금천구 독산동,56.78,17.17597662,"25,000",1455.52131,,,,,,,
서울특별시 금천구 독산동,1003-21,1003,21,태영아파트,56.78,201612,15,"25,000",11,2001,범안로 1158,,,,,,서울특별시 금천구 독산동,56.78,17.17597662,"25,000",1455.52131,,,,,,,
서울특별시 금천구 독산동,1093-4,1093,4,한신아파트,89.46,201612,9,"34,800",1,1991,한내로 62,,,,,,서울특별시 금천구 독산동,89.46,27.06169195,"34,800",1285.950637,,,,,,,
서울특별시 금천구 독산동,1093-4,1093,4,한신아파트,89.46,201612,10,"37,200",24,1991,한내로 62,,,,,,서울특별시 금천구 독산동,89.46,27.06169195,"37,200",1374.636888,,,,,,,
서울특별시 금천구 독산동,1093-4,1093,4,한신아파트,89.46,201612,10,"39,700",8,1991,한내로 62,,,,,,서울특별시 금천구 독산동,89.46,27.06169195,"39,700",1467.018399,,,,,,,
서울특별시 금천구 독산동,1093-4,1093,4,한신아파트,89.46,201612,13,"37,500",10,1991,한내로 62,,,,,,서울특별시 금천구 독산동,89.46,27.06169195,"37,500",1385.722669,,,,,,,
서울특별시 금천구 독산동,1093-4,1093,4,한신아파트,129.66,201612,19,"39,700",2,1991,한내로 62,,,,,,서울특별시 금천구 독산동,129.66,39.22221079,"39,700",1012.181598,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201612,2,"35,000",2,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,114.84,34.73915385,"35,000",1007.508708,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,84.97,201612,4,"34,500",6,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,84.97,25.70346484,"34,500",1342.231493,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,201612,4,"29,500",15,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,59.34,17.95037782,"29,500",1643.419447,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,201612,9,"28,000",19,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,59.34,17.95037782,"28,000",1559.855747,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201612,9,"46,200",18,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,114.84,34.73915385,"46,200",1329.911494,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,84.97,201612,15,"35,800",6,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,84.97,25.70346484,"35,800",1392.808332,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201612,18,"40,000",18,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,114.84,34.73915385,"40,000",1151.438523,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,201612,22,"28,000",12,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,59.34,17.95037782,"28,000",1559.855747,,,,,,,
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,201612,24,"28,250",9,2004,금하로 816,,,,,,서울특별시 금천구 시흥동,59.34,17.95037782,"28,250",1573.78303,,,,,,,
